message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim1.turtle1";"1759999556.075571636";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim3.turtle3";"1759999556.070788894";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim2.turtle2";"1759999556.062830504";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim1.turtle1";"1759999556.059200917";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim3.turtle3";"1759999556.055122715";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim2.turtle2";"1759999556.046937342";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim1.turtle1";"1759999556.042834481";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim3.turtle3";"1759999556.038498356";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim2.turtle2";"1759999556.030108249";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim1.turtle1";"1759999556.026998642";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim3.turtle3";"1759999556.022780584";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim2.turtle2";"1759999556.014443566";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim1.turtle1";"1759999556.011187801";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim3.turtle3";"1759999556.006898745";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim2.turtle2";"1759999555.998410736";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim1.turtle1";"1759999555.995466828";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim3.turtle3";"1759999555.990944566";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim2.turtle2";"1759999555.983214624";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim1.turtle1";"1759999555.979652156";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.117179, y=5.342279])";"30";"turtlesim3.turtle3";"1759999555.975330119";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim2.turtle2";"1759999555.967012564";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim1.turtle1";"1759999555.963453044";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.117179, y=5.342279])";"30";"turtlesim2.turtle2";"1759999555.950828321";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim1.turtle1";"1759999555.947501382";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim1.turtle1";"1759999555.931495497";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim1.turtle1";"1759999555.915516957";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim1.turtle1";"1759999555.899214310";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=5.342279])";"30";"turtlesim1.turtle1";"1759999555.882982169";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.117179, y=5.342279])";"30";"turtlesim1.turtle1";"1759999555.867020273";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999552.055083910";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999552.039383574";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999552.030656441";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999552.023439774";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999552.014768134";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999552.007445140";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.998747194";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.991431860";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.982889931";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.974594172";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.966259355";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.958703514";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.950618875";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.946959116";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.942979159";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.934959762";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.931032778";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.927077682";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.919178978";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.899059075";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.830536265";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.822933864";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.818945229";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.814978961";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.806185117";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.803104741";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.799242894";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.790328480";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.787266404";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.783330945";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.774447863";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.771247924";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.766560292";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.758540428";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.755133354";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.750910050";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.742538468";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.739216778";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.735064361";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.727027356";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.723293571";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.719344515";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.710928563";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.707158586";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.703233887";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.694909401";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.690903536";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.687320047";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.679056247";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.675685087";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.671474854";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.662904557";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.659573230";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.655496843";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.646910057";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.643325362";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.639594746";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.630613639";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.595043451";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.591071881";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.582636563";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.579360408";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.575326443";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.566843112";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.559625803";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.534908463";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.486521844";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.483152628";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.478857364";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.471309620";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.467060591";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.462896099";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.455161948";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.451099198";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.446990504";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.439259684";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.435836482";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.431056249";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.422841248";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.419544731";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.415246033";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.407463233";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.402999316";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.399297746";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.390936072";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.386907632";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.383433496";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.374923944";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.371063167";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.366792648";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.358849880";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.355039259";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.351112236";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.343378393";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.339172076";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.335095610";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.327126467";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.323493565";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.318468460";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim2.turtle2";"1759999551.310130842";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim1.turtle1";"1759999551.306716041";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120889, y=3.724958])";"30";"turtlesim3.turtle3";"1759999551.302821225";"/home/latup/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
